brand_id,brand,brand_value,bio,quote,quote_attribute,intro,lifestyle_copy,short_bio,listing_bio
01EFJFYV56JV9WQT7KM2BRXPPN,Gigi Burris,Women Owned,"Gigi Burris prefers to create each piece by hand with discerning taste - a trait that has garnered her accessories supreme recognition among celebrities. Crafted from the finest materials, each item has the power to make an emotional impact today and continue to enchant for years to come. Gigi is meticulous in choosing materials, traveling great distances, and doing extensive research to find just the right material or detail to complete a piece. The finest Panama straw is hand woven in Ecuador, and starbright straw is braided in Switzerland. Swarovski provides delicate embellishments and fabric is upcycled whenever possible. Each Gigi Burris piece is proudly manufactured locally in New York City. Hats are molded using the centuries-old technique of hand blocking on wooden blocks. Made skillfully and sustainably.","Hats are a transformative accessory, investing in a well made piece can elevate your wardrobe.",Gigi Burris,"Gigi Burris prefers to create each piece by hand with discerning taste - a trait that has garnered her accessories supreme recognition among celebrities. Crafted from the finest materials, each item has the power to make an emotional impact today and continue to enchant for years to come.",Warm Weather Wonder.,handcrafted in New York city,"Behold Gigi Burris! This Parsons grad is the founder of her eponymous headwear and accessory line, favored by the likes of Rihanna, Madonna, and Hailey Bieber, to name a few. A true milliner, Burris adopted the traditions and craftsmanship of 16th Century Europe and brought them to New York to create intricate pieces made with the highest quality materials. From fedoras to feathered headbands, each piece is truly a treasure. "
01EFJFYV56JV9WQT7KM2BRXPPN,Gigi Burris,Handmade / Artisan Crafted,"Gigi Burris prefers to create each piece by hand with discerning taste - a trait that has garnered her accessories supreme recognition among celebrities. Crafted from the finest materials, each item has the power to make an emotional impact today and continue to enchant for years to come. Gigi is meticulous in choosing materials, traveling great distances, and doing extensive research to find just the right material or detail to complete a piece. The finest Panama straw is hand woven in Ecuador, and starbright straw is braided in Switzerland. Swarovski provides delicate embellishments and fabric is upcycled whenever possible. Each Gigi Burris piece is proudly manufactured locally in New York City. Hats are molded using the centuries-old technique of hand blocking on wooden blocks. Made skillfully and sustainably.","Hats are a transformative accessory, investing in a well made piece can elevate your wardrobe.",Gigi Burris,"Gigi Burris prefers to create each piece by hand with discerning taste - a trait that has garnered her accessories supreme recognition among celebrities. Crafted from the finest materials, each item has the power to make an emotional impact today and continue to enchant for years to come.",Warm Weather Wonder.,handcrafted in New York city,"Behold Gigi Burris! This Parsons grad is the founder of her eponymous headwear and accessory line, favored by the likes of Rihanna, Madonna, and Hailey Bieber, to name a few. A true milliner, Burris adopted the traditions and craftsmanship of 16th Century Europe and brought them to New York to create intricate pieces made with the highest quality materials. From fedoras to feathered headbands, each piece is truly a treasure. "
01EFJFYV56JV9WQT7KM2BRXPPN,Gigi Burris,Emerging,"Gigi Burris prefers to create each piece by hand with discerning taste - a trait that has garnered her accessories supreme recognition among celebrities. Crafted from the finest materials, each item has the power to make an emotional impact today and continue to enchant for years to come. Gigi is meticulous in choosing materials, traveling great distances, and doing extensive research to find just the right material or detail to complete a piece. The finest Panama straw is hand woven in Ecuador, and starbright straw is braided in Switzerland. Swarovski provides delicate embellishments and fabric is upcycled whenever possible. Each Gigi Burris piece is proudly manufactured locally in New York City. Hats are molded using the centuries-old technique of hand blocking on wooden blocks. Made skillfully and sustainably.","Hats are a transformative accessory, investing in a well made piece can elevate your wardrobe.",Gigi Burris,"Gigi Burris prefers to create each piece by hand with discerning taste - a trait that has garnered her accessories supreme recognition among celebrities. Crafted from the finest materials, each item has the power to make an emotional impact today and continue to enchant for years to come.",Warm Weather Wonder.,handcrafted in New York city,"Behold Gigi Burris! This Parsons grad is the founder of her eponymous headwear and accessory line, favored by the likes of Rihanna, Madonna, and Hailey Bieber, to name a few. A true milliner, Burris adopted the traditions and craftsmanship of 16th Century Europe and brought them to New York to create intricate pieces made with the highest quality materials. From fedoras to feathered headbands, each piece is truly a treasure. "
01EMF8Q7N60K0860ZG32951BS8,Mackage,,"Featuring signature warm down parkas, puffers, wool coats, leather jackets and more, Mackage designs high-end outerwear for all four seasons. Collections balance fashion with function, combining luxurious leather, wool, and down, with precision tailoring, streamlined silhouettes, and breathable, waterproof finishes.",Our mission is clear: to elevate outerwear with a unique balance between fashion and function., Elisa Dahan,"MACKAGE is outerwear with edge. 
Born in Montreal, we live to do what no one else can: to make warmth cool, and to elevate the elements to style.
","Mackage collections combine the finest leathers, down, and wool with tailored silhouettes and precision detail. They are a testament to the brand’s cornerstones of innovation, design and an unwavering commitment to outstanding quality: a philosophy that has fundamentally changed the outerwear game.",Luxury fashion-first outerwear with a bold attitude,"Behold Mackage! Founded by childhood friends Eran Elfassy and Elisa Dahan, these Canadian natives know a thing or two about performance down outerwear. Expect gorgeous, warm winter jackets and winter-worthy accessories to boot. "
01EFJFYZRTYVBP0B7EV2CQG5WB,Rachel Comey,Women Owned,"Her collections became known for artful custom textiles, graceful modern silhouettes, and covetable footwear.  Her work is said to be designed for real women, like herself, with strong opinions, big aspirations, and a view to the world that is at once radical and romantic.  
After 17 years, the women's collection has developed it's own cultish following.","She has an intuitive sense, a reliable guide to women looking to stand out in some interesting way.",The Cut,"The brand, which started as menswear, grew out of the downtown arts scene of New York in the early 2000's. ","Rachel Comey's growing empire includes an e-commerce store, NYC flagship brick and mortar store in the heart of SoHo, LA store on Melrose Place, and over 100 wholesale retailers worldwide.
Comey is a member of the CFDA.","Alt luxury brand known for locally produced, cult status jumpsuits, bold earrings & wood-soled shoes","Behold Rachel Comey! Our love and respect for RC runs deep. The iconic NY womenswear designer steers her business with passion and savvy, something to truly admire. Not to mention she creates with versatality in mind, making it easy to dress head-to-toe in her designs."
01EVFW9VG1HTW9BPVVNA96B63K,Jason Scott,Emerging,"For the longest time, 'what should I wear' has been a stressful compromise. If we need to look polished, we suck it up and put on a suit and tie or dress and heels. If we want to be comfortable, we guiltily throw on some loose sweatpants and a flimsy tee. 

That's why we started Jason Scott: to create the kinds of things we'd actually want to wear everyday. 

We're blurring the lines between high quality fashion and informal hangout wear. We're combining casual, understated designs with exceptional fabrics and beautiful tailoring to make insanely soft clothes that will look great and last for years. 

Our pieces are as perfect for a cross-country flight or a night around the campfire as they are for a meeting with a new client or dinner with the parents. 

So finally, people can stop worrying so much about what to wear and simply get out there, let loose, and go.",Softest t-shirts in the game. ,Jason Scott,"We never sacrifice on quality. Instead of a $20 shirt you'll have to trash at the end of the season, we use the best Pima cotton in the world to create everyday essentials that will hold up for years, are easily washable, and won't shrink or lose their softness over time. ","We've created a line for the easy going lifestyle. Our effortless everyday pieces combine a casual sensibility with a classic, timeless design. ",Born in Chicago. Designed in New York. Made in Peru. ,"Behold Jason Scott! Born from an innate passion and appreciation for luxury tailoring and fabrics, this namesake label is a go-to resource for polished, elevated versions of your every day staples. Jason Scott's way with clothing has proved that when done right, it's somehow possible to feel put together in a sweatsuit. "
01EVFW9VG1HTW9BPVVNA96B63K,Jason Scott,Handmade / Artisan Crafted,"For the longest time, 'what should I wear' has been a stressful compromise. If we need to look polished, we suck it up and put on a suit and tie or dress and heels. If we want to be comfortable, we guiltily throw on some loose sweatpants and a flimsy tee. 

That's why we started Jason Scott: to create the kinds of things we'd actually want to wear everyday. 

We're blurring the lines between high quality fashion and informal hangout wear. We're combining casual, understated designs with exceptional fabrics and beautiful tailoring to make insanely soft clothes that will look great and last for years. 

Our pieces are as perfect for a cross-country flight or a night around the campfire as they are for a meeting with a new client or dinner with the parents. 

So finally, people can stop worrying so much about what to wear and simply get out there, let loose, and go.",Softest t-shirts in the game. ,Jason Scott,"We never sacrifice on quality. Instead of a $20 shirt you'll have to trash at the end of the season, we use the best Pima cotton in the world to create everyday essentials that will hold up for years, are easily washable, and won't shrink or lose their softness over time. ","We've created a line for the easy going lifestyle. Our effortless everyday pieces combine a casual sensibility with a classic, timeless design. ",Born in Chicago. Designed in New York. Made in Peru. ,"Behold Jason Scott! Born from an innate passion and appreciation for luxury tailoring and fabrics, this namesake label is a go-to resource for polished, elevated versions of your every day staples. Jason Scott's way with clothing has proved that when done right, it's somehow possible to feel put together in a sweatsuit. "
01EFJFYSHRJSC2YVEC8JZ8NSCZ,Collina Strada,Women Owned,"As well as a ready-to-wear collection; Collina Strada is a platform for climate awareness, social awareness, change and self expression.","Season after season, our goal remains the same: to encourage self reflection through clothing.",Hillary Taymour,"Collina Strada is a platform for social issues and awareness. Created by Hillary Taymour, whose main concern is staying true to her craft, while also becoming a full sustainable and radically transparent brand in the near future.
Based and manufactured in New York, the brand's core signature transcends trends. Taymour offers easy to wear clothes, imbued with a fearlessly fluid attitude, re-inventing classics and unexpected details.","Collina Strada embodies humor and youth. The brand DNA is now firmly cemented in the ability to look inward, even when we're loud and expressive on the outside. ","Easy to wear clothes, imbued with a fearlessly fluid attitude.","Behold Hillary Taymor! A master of tie dye and ethical wares, Collina Strada's playful pieces are about to be the brightest spot in your closet. From pierced nipple T's to a jumpsuit covered in cloudy blue skies, Collina's quirky designs will have you feeling like the most fantastical version of yourself."
01EFJFYSHRJSC2YVEC8JZ8NSCZ,Collina Strada,Emerging,"As well as a ready-to-wear collection; Collina Strada is a platform for climate awareness, social awareness, change and self expression.","Season after season, our goal remains the same: to encourage self reflection through clothing.",Hillary Taymour,"Collina Strada is a platform for social issues and awareness. Created by Hillary Taymour, whose main concern is staying true to her craft, while also becoming a full sustainable and radically transparent brand in the near future.
Based and manufactured in New York, the brand's core signature transcends trends. Taymour offers easy to wear clothes, imbued with a fearlessly fluid attitude, re-inventing classics and unexpected details.","Collina Strada embodies humor and youth. The brand DNA is now firmly cemented in the ability to look inward, even when we're loud and expressive on the outside. ","Easy to wear clothes, imbued with a fearlessly fluid attitude.","Behold Hillary Taymor! A master of tie dye and ethical wares, Collina Strada's playful pieces are about to be the brightest spot in your closet. From pierced nipple T's to a jumpsuit covered in cloudy blue skies, Collina's quirky designs will have you feeling like the most fantastical version of yourself."
01EFJFZ29KVBK14BDJNFBDK1G7,Studio 189,Handmade / Artisan Crafted,"Studio 189 works with artisanal communities that specialize in various traditional craftsman techniques including natural plant based dye indigo, hand-batik, kente weaving and more. Studio 189 focuses on empowerment, creating jobs and supporting education and skills training and partners with organizations such as the United Nations ITC Ethical Fashion Initiative, NYU Stern School of Business and has collaborated with brands including Lexus, EDUN (LVMH), Fendi, Nike, The Surf Lodge, and Yoox Net a Porter. Studio 189 is the recipient of various awards including the Martin Luther King Jr. Social Justice award from UPenn in 2015, the MOCADA Social Justice award in 2016, the Design Miami Visionary award in 2017, the Filming On Italy Social Justice award in 2018, the Africa-America Institute Entrepreneur Impact Award in 2018. The first collection launched on February 14th 2013 in honor of One Billion Rising.","We believe in the power of collaboration, it is at the root of what we do.","Abrima Erwiah, co-founder","Studio One Eighty Nine co-founded by Rosario Dawson and Abrima Erwiah, is an artisan produced fashion lifestyle brand and social enterprise that has recently won the prestigious CFDA Lexus Fashion Initiative for Sustainability. The brand is made in Africa and produces African and African-inspired content and clothing. The brand currently has a store in NY and Accra (Ghana), an e-commerce site, a manufacturing facility in Accra, and supports various community led projects in Africa and in the US.","The mission took shape following a trip with Eeve Ensler's V-Day and Dr. Mukwege's Panzi Hospital in February 2011, through Kenya, Burundi and Rwanda to Bukavu in the Democratic Republic of Congo for the opening of the City of Joy. 
""Everything you do, from what you buy to how you dress, has impact. We believe in the power of collaborating with artisanal communities and rising through fashion. Look good, feel good, and do good - that's as good as it gets.""",We believe fashion and creativity can be an agent of social change.,"Behold Studio 189! Founded by Abrima Erwiyah and crafted with care by artisans in Ghana, Studio 189’s pieces are the perfect match for lovers of graphic prints and bold colors. Their ethical empowerment is just the cherry on top."
01EFJFZ29KVBK14BDJNFBDK1G7,Studio 189,Women Owned,"Studio 189 works with artisanal communities that specialize in various traditional craftsman techniques including natural plant based dye indigo, hand-batik, kente weaving and more. Studio 189 focuses on empowerment, creating jobs and supporting education and skills training and partners with organizations such as the United Nations ITC Ethical Fashion Initiative, NYU Stern School of Business and has collaborated with brands including Lexus, EDUN (LVMH), Fendi, Nike, The Surf Lodge, and Yoox Net a Porter. Studio 189 is the recipient of various awards including the Martin Luther King Jr. Social Justice award from UPenn in 2015, the MOCADA Social Justice award in 2016, the Design Miami Visionary award in 2017, the Filming On Italy Social Justice award in 2018, the Africa-America Institute Entrepreneur Impact Award in 2018. The first collection launched on February 14th 2013 in honor of One Billion Rising.","We believe in the power of collaboration, it is at the root of what we do.","Abrima Erwiah, co-founder","Studio One Eighty Nine co-founded by Rosario Dawson and Abrima Erwiah, is an artisan produced fashion lifestyle brand and social enterprise that has recently won the prestigious CFDA Lexus Fashion Initiative for Sustainability. The brand is made in Africa and produces African and African-inspired content and clothing. The brand currently has a store in NY and Accra (Ghana), an e-commerce site, a manufacturing facility in Accra, and supports various community led projects in Africa and in the US.","The mission took shape following a trip with Eeve Ensler's V-Day and Dr. Mukwege's Panzi Hospital in February 2011, through Kenya, Burundi and Rwanda to Bukavu in the Democratic Republic of Congo for the opening of the City of Joy. 
""Everything you do, from what you buy to how you dress, has impact. We believe in the power of collaborating with artisanal communities and rising through fashion. Look good, feel good, and do good - that's as good as it gets.""",We believe fashion and creativity can be an agent of social change.,"Behold Studio 189! Founded by Abrima Erwiyah and crafted with care by artisans in Ghana, Studio 189’s pieces are the perfect match for lovers of graphic prints and bold colors. Their ethical empowerment is just the cherry on top."
01EFJFZ29KVBK14BDJNFBDK1G7,Studio 189,BIPOC Owned,"Studio 189 works with artisanal communities that specialize in various traditional craftsman techniques including natural plant based dye indigo, hand-batik, kente weaving and more. Studio 189 focuses on empowerment, creating jobs and supporting education and skills training and partners with organizations such as the United Nations ITC Ethical Fashion Initiative, NYU Stern School of Business and has collaborated with brands including Lexus, EDUN (LVMH), Fendi, Nike, The Surf Lodge, and Yoox Net a Porter. Studio 189 is the recipient of various awards including the Martin Luther King Jr. Social Justice award from UPenn in 2015, the MOCADA Social Justice award in 2016, the Design Miami Visionary award in 2017, the Filming On Italy Social Justice award in 2018, the Africa-America Institute Entrepreneur Impact Award in 2018. The first collection launched on February 14th 2013 in honor of One Billion Rising.","We believe in the power of collaboration, it is at the root of what we do.","Abrima Erwiah, co-founder","Studio One Eighty Nine co-founded by Rosario Dawson and Abrima Erwiah, is an artisan produced fashion lifestyle brand and social enterprise that has recently won the prestigious CFDA Lexus Fashion Initiative for Sustainability. The brand is made in Africa and produces African and African-inspired content and clothing. The brand currently has a store in NY and Accra (Ghana), an e-commerce site, a manufacturing facility in Accra, and supports various community led projects in Africa and in the US.","The mission took shape following a trip with Eeve Ensler's V-Day and Dr. Mukwege's Panzi Hospital in February 2011, through Kenya, Burundi and Rwanda to Bukavu in the Democratic Republic of Congo for the opening of the City of Joy. 
""Everything you do, from what you buy to how you dress, has impact. We believe in the power of collaborating with artisanal communities and rising through fashion. Look good, feel good, and do good - that's as good as it gets.""",We believe fashion and creativity can be an agent of social change.,"Behold Studio 189! Founded by Abrima Erwiyah and crafted with care by artisans in Ghana, Studio 189’s pieces are the perfect match for lovers of graphic prints and bold colors. Their ethical empowerment is just the cherry on top."
01EFJFZ29KVBK14BDJNFBDK1G7,Studio 189,Sustainable,"Studio 189 works with artisanal communities that specialize in various traditional craftsman techniques including natural plant based dye indigo, hand-batik, kente weaving and more. Studio 189 focuses on empowerment, creating jobs and supporting education and skills training and partners with organizations such as the United Nations ITC Ethical Fashion Initiative, NYU Stern School of Business and has collaborated with brands including Lexus, EDUN (LVMH), Fendi, Nike, The Surf Lodge, and Yoox Net a Porter. Studio 189 is the recipient of various awards including the Martin Luther King Jr. Social Justice award from UPenn in 2015, the MOCADA Social Justice award in 2016, the Design Miami Visionary award in 2017, the Filming On Italy Social Justice award in 2018, the Africa-America Institute Entrepreneur Impact Award in 2018. The first collection launched on February 14th 2013 in honor of One Billion Rising.","We believe in the power of collaboration, it is at the root of what we do.","Abrima Erwiah, co-founder","Studio One Eighty Nine co-founded by Rosario Dawson and Abrima Erwiah, is an artisan produced fashion lifestyle brand and social enterprise that has recently won the prestigious CFDA Lexus Fashion Initiative for Sustainability. The brand is made in Africa and produces African and African-inspired content and clothing. The brand currently has a store in NY and Accra (Ghana), an e-commerce site, a manufacturing facility in Accra, and supports various community led projects in Africa and in the US.","The mission took shape following a trip with Eeve Ensler's V-Day and Dr. Mukwege's Panzi Hospital in February 2011, through Kenya, Burundi and Rwanda to Bukavu in the Democratic Republic of Congo for the opening of the City of Joy. 
""Everything you do, from what you buy to how you dress, has impact. We believe in the power of collaborating with artisanal communities and rising through fashion. Look good, feel good, and do good - that's as good as it gets.""",We believe fashion and creativity can be an agent of social change.,"Behold Studio 189! Founded by Abrima Erwiyah and crafted with care by artisans in Ghana, Studio 189’s pieces are the perfect match for lovers of graphic prints and bold colors. Their ethical empowerment is just the cherry on top."
01EFJFZ29KVBK14BDJNFBDK1G7,Studio 189,Emerging,"Studio 189 works with artisanal communities that specialize in various traditional craftsman techniques including natural plant based dye indigo, hand-batik, kente weaving and more. Studio 189 focuses on empowerment, creating jobs and supporting education and skills training and partners with organizations such as the United Nations ITC Ethical Fashion Initiative, NYU Stern School of Business and has collaborated with brands including Lexus, EDUN (LVMH), Fendi, Nike, The Surf Lodge, and Yoox Net a Porter. Studio 189 is the recipient of various awards including the Martin Luther King Jr. Social Justice award from UPenn in 2015, the MOCADA Social Justice award in 2016, the Design Miami Visionary award in 2017, the Filming On Italy Social Justice award in 2018, the Africa-America Institute Entrepreneur Impact Award in 2018. The first collection launched on February 14th 2013 in honor of One Billion Rising.","We believe in the power of collaboration, it is at the root of what we do.","Abrima Erwiah, co-founder","Studio One Eighty Nine co-founded by Rosario Dawson and Abrima Erwiah, is an artisan produced fashion lifestyle brand and social enterprise that has recently won the prestigious CFDA Lexus Fashion Initiative for Sustainability. The brand is made in Africa and produces African and African-inspired content and clothing. The brand currently has a store in NY and Accra (Ghana), an e-commerce site, a manufacturing facility in Accra, and supports various community led projects in Africa and in the US.","The mission took shape following a trip with Eeve Ensler's V-Day and Dr. Mukwege's Panzi Hospital in February 2011, through Kenya, Burundi and Rwanda to Bukavu in the Democratic Republic of Congo for the opening of the City of Joy. 
""Everything you do, from what you buy to how you dress, has impact. We believe in the power of collaborating with artisanal communities and rising through fashion. Look good, feel good, and do good - that's as good as it gets.""",We believe fashion and creativity can be an agent of social change.,"Behold Studio 189! Founded by Abrima Erwiyah and crafted with care by artisans in Ghana, Studio 189’s pieces are the perfect match for lovers of graphic prints and bold colors. Their ethical empowerment is just the cherry on top."
01EFYPCQT1Z9JMJG5XQAWK12V2,Cara Cara,Women Owned,"That first exhale when you hit the open road.

The warmth of sunlight on your shoulders. 

The scent of an open fire.

The clinking sounds of ice cubes tumbling into cocktail glasses.
We believe in embodying a bit of that holiday feeling, always. And getting dressed should be a breeze. Our colorful, richly-detailed prints, and easy, romantic silhouettes combine chic comfort with a touch of timeless glamour. ",Emerging brand Cara Cara is as sweet and refreshing as the fruit it's name after.,Harper's Bazaar,"Cara Cara is a brand that combines the joyful spirit of being on holiday, with exuberant and versatile wardrobe pieces to wear year-round. ",Cara Cara was founded in 2019 by a trio of NYC-based friends. ,"A bit of that holiday feeling, always.","Behold Cara Cara NYC! Recently founded in 2019, this young brand is the love child of three best friends from New York City and has quickly become known for its vibrant and summery frocks and feminine blouses. "
01EFYPCQT1Z9JMJG5XQAWK12V2,Cara Cara,Emerging,"That first exhale when you hit the open road.

The warmth of sunlight on your shoulders. 

The scent of an open fire.

The clinking sounds of ice cubes tumbling into cocktail glasses.
We believe in embodying a bit of that holiday feeling, always. And getting dressed should be a breeze. Our colorful, richly-detailed prints, and easy, romantic silhouettes combine chic comfort with a touch of timeless glamour. ",Emerging brand Cara Cara is as sweet and refreshing as the fruit it's name after.,Harper's Bazaar,"Cara Cara is a brand that combines the joyful spirit of being on holiday, with exuberant and versatile wardrobe pieces to wear year-round. ",Cara Cara was founded in 2019 by a trio of NYC-based friends. ,"A bit of that holiday feeling, always.","Behold Cara Cara NYC! Recently founded in 2019, this young brand is the love child of three best friends from New York City and has quickly become known for its vibrant and summery frocks and feminine blouses. "
01EJXQYEY8BKF65WHAQQ7NQRNP,Illesteva,Handmade / Artisan Crafted,"Taking cues from downtown New York and inspiration from around the world, our styles are a direct product of our endlessly fascinating surroundings. We take passion for modern design and translate it into pieces that are fundamentally wearable.

Our frames are handmade exclusively by the leading manufacturers of luxury eyewear, in small family-owned factories in Italy and France. Only the highest grade materials are used. This meticulous process takes over 90 days and requires more than 50 steps from start to finish.

The name Illesteva was born out of a initial meeting with one of those skilled artisans, named Luigi Esteva - and a family infatuation with Casablanca heroine Ilsa Lund.
",We have found Beyoncé and Meghan Markle’s favorite sunglasses label,Vogue France,"Founded in 2010, Illesteva is an independently-owned eyewear brand designed in New York and hand made in Italy and France.",Designed in New York. Handmade in Italy.,Classic Frames with a Downtown New York twist,"Behold Illesteva! These unisex frames are designed in NY, handmade in Italy & France and are truly one of a kind - each pair is hand cut so no two are alike. Protip: stop by any illesteva shop and they'll swap out your lenses for a minimal cost. See clearly so you can catch that shade ;)"
01EFJFYR4696YEP8BC422ANXQV,Batsheva,Women Owned,"Founded in 2016 by Batsheva Hay, Batsheva plays with American styles of feminine dress – from Victorian to Pioneer; from Housewife to Hippie – by taking elements symbolic of restraint and repression (high collars, voluminous sleeves and skirts) and giving them a modern inflection. By retooling historical looks, Batsheva explores how to extract the strong and beautiful aspects of those styles while rejecting antiquated notions of womanhood.","""Making a woman feel energized and seen is the best thing I can do.""",Batsheva Hay,BATSHEVA offers adventurous dressing that is comfortable and practical.,"The BATSHEVA look: fun but relaxed, old-fashioned but modern.",A modern take on prairie dressing.,"Behold Batsheva! Founded in New York by former lawyer Batsheva Hay, this label is known for their frilly, cottagecore house dresses. Perfect for frolicking, Batsheva is all about more-is-more! Keep an eye out for their pop-y florals and playful exaggerated collars."
01EFJFYR4696YEP8BC422ANXQV,Batsheva,Emerging,"Founded in 2016 by Batsheva Hay, Batsheva plays with American styles of feminine dress – from Victorian to Pioneer; from Housewife to Hippie – by taking elements symbolic of restraint and repression (high collars, voluminous sleeves and skirts) and giving them a modern inflection. By retooling historical looks, Batsheva explores how to extract the strong and beautiful aspects of those styles while rejecting antiquated notions of womanhood.","""Making a woman feel energized and seen is the best thing I can do.""",Batsheva Hay,BATSHEVA offers adventurous dressing that is comfortable and practical.,"The BATSHEVA look: fun but relaxed, old-fashioned but modern.",A modern take on prairie dressing.,"Behold Batsheva! Founded in New York by former lawyer Batsheva Hay, this label is known for their frilly, cottagecore house dresses. Perfect for frolicking, Batsheva is all about more-is-more! Keep an eye out for their pop-y florals and playful exaggerated collars."
01EFJFZ1HQ0ZW8YM5QD62M3TYS,Sea,Women Owned,"Classic silhouettes with a distinctive use of lace, embroidery, knits and technical fabrics result in collections that are at once both effortless and optimistic, romantic and boyish. 

Each season, the duo continues to refine and reinvent their own language, developing a cherished connection with their global, modern customer who relies on the brand for their day-to-day wardrobe. They stay focused on the world of Sea, exploring, evolving and building the brand.
",We try to develop pieces that women can use as tools to express themselves.,Monica ,"Sea is born out of the friendship between childhood friends Sean Monahan and Monica Paolini. 

Together, they share a vision that is distinctively Sea—combining Monica’s eye for vintage-feeling pieces and Sean’s leaning towards more modern, clean styles. 

Their considered perspective forms an aesthetic that is quietly inviting and elegantly balanced.","A focus on craftsmanship with an imperfect attitude. This season we explored expert handwork through hand quilting, hand-dying and patch-work. Spontaneous, unconventional prints are showcased in easy silhouettes and generous volumes.",Emphasis on easy-to-wear polished pieces with unique feminine touches and playful twists.,Behold Monica Paolini and Sean Monahan! They are childhood friends (their moms are best friends too) from upstate New York and the brand is a true extension of their friendship. Sea's coveted collars and vibrant patchwork pieces are perfect for those looking for stand-out designs that will stand the test of time.
01EZD45XYYZ7FA6PJ5FB7B0D1Q,Araks,,"Our approach to design starts with the Araks woman; everything else follows. Araks’ dedication to sustainability comes without compromise to quality. Our swimwear collection includes ECONYL® fabric, a material that utilizes 100% recycled nylon materials that come from abandoned fishing nets and other discarded plastic waste, which would otherwise go into landfills and oceans, or sourced from certified suppliers who go beyond international standards for sustainability. We proudly produce 100% of our collection in New York, and we support local, women-owned small businesses which implement fair treatment practices. Sustainability is about taking care–looking after ourselves, our workspaces and the planet is a way of life for us.",It's about loving the way women are naturally and the perfectness in that.,Araks Yeramyan,"Araks is a sustainable swim and lingerie brand born out of the simple intention to make women feel beautiful beginning with the most intimate of layers. Creating environmentally conscious pieces that last season after season, founder Araks Yeramyan infuses her love of art and color thoughtfully into each one, while keeping the Araks woman in mind.",,Sharing beauty through a collection of consciously crafted swim and lingerie.,
01EMQ5V4P4D10JXSH79WTYTMV6,House of Fluff,Sustainable,"We believe modern luxury is about pushing the boundaries of sustainable development while creating the most beautiful products possible. We never use animal fur or animal leather, and are actively working with scientists and suppliers to find new solutions in the world of material innovation. 

Together we can create a new moment in fashion, one that sees wearing animals as obsolete and caring for the planet as always in vogue. We may be all about the ethics, but we also love style.",Incredibly glamorous but blissfully guilt-free,VOGUE,"House of Fluff is an animal-free, earth-friendly, faux fur brand and innovation studio based in NYC. Referred to in VOGUE magazine as the most “incredibly glamorous but blissfully guilt-free"" products, all House of Fluff coats, jackets, and accessories have the same level of style, warmth, and quality as real fur for a fraction of the cost.","Our animal-free mink coat it meant to be worn as an enduring symbol of conscious luxury. This weightless but warm coat is a more sustainable, luxurious, and cruelty-free version of the real thing.",This is what guilt-free fashion looks like,"Behold House of Fluff! Founder Kym Canter, formerly creative director of J Mendel, sold all her fur coats to start up this environmentally conscious line. Her eco-friendly faux furs are sure to give your closet a hint of old school elegance with an ethical upside."
01EMQ5V4P4D10JXSH79WTYTMV6,House of Fluff,Women Owned,"We believe modern luxury is about pushing the boundaries of sustainable development while creating the most beautiful products possible. We never use animal fur or animal leather, and are actively working with scientists and suppliers to find new solutions in the world of material innovation. 

Together we can create a new moment in fashion, one that sees wearing animals as obsolete and caring for the planet as always in vogue. We may be all about the ethics, but we also love style.",Incredibly glamorous but blissfully guilt-free,VOGUE,"House of Fluff is an animal-free, earth-friendly, faux fur brand and innovation studio based in NYC. Referred to in VOGUE magazine as the most “incredibly glamorous but blissfully guilt-free"" products, all House of Fluff coats, jackets, and accessories have the same level of style, warmth, and quality as real fur for a fraction of the cost.","Our animal-free mink coat it meant to be worn as an enduring symbol of conscious luxury. This weightless but warm coat is a more sustainable, luxurious, and cruelty-free version of the real thing.",This is what guilt-free fashion looks like,"Behold House of Fluff! Founder Kym Canter, formerly creative director of J Mendel, sold all her fur coats to start up this environmentally conscious line. Her eco-friendly faux furs are sure to give your closet a hint of old school elegance with an ethical upside."
01EMQ5V4P4D10JXSH79WTYTMV6,House of Fluff,Vegan,"We believe modern luxury is about pushing the boundaries of sustainable development while creating the most beautiful products possible. We never use animal fur or animal leather, and are actively working with scientists and suppliers to find new solutions in the world of material innovation. 

Together we can create a new moment in fashion, one that sees wearing animals as obsolete and caring for the planet as always in vogue. We may be all about the ethics, but we also love style.",Incredibly glamorous but blissfully guilt-free,VOGUE,"House of Fluff is an animal-free, earth-friendly, faux fur brand and innovation studio based in NYC. Referred to in VOGUE magazine as the most “incredibly glamorous but blissfully guilt-free"" products, all House of Fluff coats, jackets, and accessories have the same level of style, warmth, and quality as real fur for a fraction of the cost.","Our animal-free mink coat it meant to be worn as an enduring symbol of conscious luxury. This weightless but warm coat is a more sustainable, luxurious, and cruelty-free version of the real thing.",This is what guilt-free fashion looks like,"Behold House of Fluff! Founder Kym Canter, formerly creative director of J Mendel, sold all her fur coats to start up this environmentally conscious line. Her eco-friendly faux furs are sure to give your closet a hint of old school elegance with an ethical upside."
